,Name,Rating,Review Count,Price,Address
617,Legacy Pizza & Bakery,4.5,71,,"1001 Vincennes St, Ste 100, New Albany, IN 47150"
618,Derby City Cafe,5.0,2,,"3819 Bardstown Rd, Louisville, KY 40218"
619,Bungalow Joe's Bar and Grill,4.0,205,$$,"7813 Beulah Church Rd, Louisville, KY 40228"
620,Oriental House,4.0,301,$$,"4302 Shelbyville Rd, Louisville, KY 40207"
621,Sakura Blue,4.0,168,$$,"4600 Shelbyville Rd, Louisville, KY 40207"
622,Taqueria El Gran Tako Estilo Mexico,5.0,24,$,"350 W Court Ave, Jeffersonville, IN 47130"
623,White Castle,3.0,48,$,"793 Eastern Pkwy, Louisville, KY 40217"
624,Momma Rose Cajun Hotspot,0.0,0,,"Louisville, KY 40216"
625,CJ's Soul Food & Catering,5.0,2,,"665 Eastlawn Ave, Louisville, KY 40211"
626,Jet's Pizza,4.0,58,$$,"2500 Bardstown Rd, Louisville, KY 40205"
627,Taziki's Mediterranean Cafe - St. Matthews,4.5,85,$$,"106 Fairfax Ave, Louisville, KY 40207"
628,Hitching Post Inn,4.5,7,$,"7314 Fegenbush Ln, Louisville, KY 40228"
629,Ace's Slushie World,5.0,1,,"1821 W Broadway, Louisville, KY 40203"
630,Healthy Living,5.0,1,,"Heyburn Building, 332 W Broadway, Louisville, KY 40202"
631,La Riviera Maya,4.0,46,$,"8104 National Tpke, Ste 102, Louisville, KY 40214"
632,Kingsley Meats & Catering,4.0,48,$$,"2701 Taylorsville Rd, Louisville, KY 40205"
633,McAlister's Deli,3.5,5,,"2100 S Floyd St, Ste W206, Louisville, KY 40203"
634,Bonnie & Clyde's Pizza Parlor,4.0,130,$$,"7611 Dixie Hwy, Louisville, KY 40258"
635,Bearno's Shively,4.0,34,$$,"4105 Dixie Hwy, Louisville, KY 40216"
636,Mai's Thai Restaurant,3.5,113,$,"1411 E 10th St, Jeffersonville, IN 47130"
637,Fresco Tea Bar,4.5,38,$,"223 Pearl St, Jeffersonville, IN 47130"
638,WeekEnd Burgers,5.0,10,,"5600 National Turnpike, Louisville, KY 40214"
639,The Sporting News Grill,3.0,8,$$,"6551 Paramount Park Dr, Louisville, KY 40213"
640,Lucky Leopard Pizza,0.0,0,,"1032 Story Ave, High Horse, Louisville, KY 40206"
641,Wild Eggs,4.5,302,$$,"1311 Herr Ln, Graymoor-Devondale, KY 40222"
642,Kingfish Restaurant,2.0,224,$$,"3021 River Rd, Louisville, KY 40207"
643,Po-Z's Kitchen,4.5,9,,"6801 Dixie Hwy, Ste 150, Louisville, KY 40258"
644,Equus and Jack's Lounge,4.0,110,$$,"122 Sears Ave, Louisville, KY 40207"
645,O Dollys,3.5,14,,"7800 3rd Street Rd, Louisville, KY 40214"
646,Victoria Mexican Restaurant,4.5,100,$$,"2918 Hikes Ln, Louisville, KY 40218"
647,Luna's Mexican Restaurant,3.5,29,$,"5213 Preston Hwy, Ste B, Louisville, KY 40213"
648,Cafe 360,2.5,166,$,"1582 Bardstown Rd, Louisville, KY 40205"
649,Taco Bell,2.0,27,$,"3125 Poplar Level Rd., Louisville, KY 40213"
650,J. Gumbo's,4.0,84,$,"2109 Frankfort Ave, Louisville, KY 40206"
651,The Cheesecake Factory,3.5,428,$$,"5000 Shelbyville Rd, Louisville, KY 40207"
652,Encore on 4th,3.0,25,$$,"630 S 4th St, Louisville, KY 40202"
653,Kentucky Smoked BBQ,5.0,6,$,"4100 Shelbyville Rd, Beargrass Christian Church, Louisville, KY 40207"
654,Dixie Chicken,3.0,12,$,"3947 Dixie Hwy, Louisville, KY 40216"
655,McDonald's,1.5,35,$,"3100 Poplar Level Rd, Louisville, KY 40217"
656,Luigi's Pizzeria,3.5,116,$,"712 W Main St, Louisville, KY 40202"
657,Annie's Cafe,3.5,102,$,"308 W Woodlawn Ave, Louisville, KY 40214"
658,Wild Eggs,4.0,24,$$,"9010 Taylorsville Rd, Jeffersontown, KY 40299"
659,Asahi,4.0,129,$$,"3701 Lexington Rd, Louisville, KY 40207"
660,Twinspire Pizza,4.5,9,,"8023 Catherine Ln, Ste 102, Louisville, KY 40222"
661,Home Run Burgers,3.5,47,$,"303 W Cardinal Blvd, Louisville, KY 40208"
662,Seeds and Greens Natural Market & Deli,4.0,43,$$,"207 W 1st St, New Albany, IN 47150"
663,Hooters,2.0,69,$$,"700 W Riverside Dr, Jeffersonville, IN 47130"
664,Chicago Jerk Tacos,4.5,3,,"227 S 30th St, Louisville, KY 40212"
665,Hill Street Fish Fry,3.5,37,$,"111 E Hill St, Louisville, KY 40208"
666,Ruth's Chris Steak House,3.5,284,$$$$,"6100 Dutchmans Ln Kaden Tower, Fl 16, Louisville, KY 40205"
667,Soulful choices,5.0,1,,"Louisville, KY 40202"
668,Joe's Crab Shack,3.0,265,$$,"131 River Rd, Louisville, KY 40202"
669,Wiltshire Pantry Bakery & Cafe,4.5,43,$,"1310 E Breckinridge St, Louisville, KY 40204"
670,Skyline Chili,3.5,97,$,"1266 Bardstown Road, Louisville, KY 40204"
671,LATino Food Truck,4.5,15,$,"Louisville, KY 40208"
672,West Wing,0.0,0,,"1730 W Chestnut St, Ste 2, Louisville, KY 40203"
673,The Raven Irish Pub,3.5,146,$$,"3900 Shelbyville Rd, St Matthews, KY 40207"
674,Frida’s Alchemy,4.5,20,$$,"7900 Shelbyville Rd, Louisville, KY 40222"
675,New View Bar & Grill,4.5,13,$,"7601 Outer Lp, Louisville, KY 40228"
676,El Nopal,3.0,56,$$,"3010 Bardstown Rd, Louisville, KY 40205"
677,Smashburger,2.5,51,$$,"600 Terminal Dr, Ste 10, Louisville, KY 40209"
678,Eve's Pizza,0.0,0,,"1670 S 17th St, Louisville, KY 40210"
679,Gatsby's on Fourth,2.5,22,$$,"500 S Fourth St, Seelbach Hilton, Louisville, KY 40202"
680,Mama Shadia,5.0,1,,"2300 W Market St, Louisville, KY 40212"
681,Dizzy Whizz,3.5,107,$,"217 W Saint Catherine St, Louisville, KY 40203"
682,Steak ’n Shake,1.5,101,$,"4545 Outer Lp, Louisville, KY 40219"
683,Dairy Kastle,4.5,175,$,"575 Eastern Pkwy, Louisville, KY 40217"
684,Red’s Daug Pound,4.0,2,,"937 Phillips Ln, Louisville, KY 40209"
685,Jojo Gyros 2,5.0,7,,"7900 Shelbyville Rd, Louisville, KY 40222"
686,Home Run Burgers & Fries,2.5,14,,"5608 Outer Lp, Louisville, KY 40219"
687,Hot Buns Food Truck,5.0,37,,"Louisville, KY 40201"
688,TGI Fridays,2.0,142,$$,"415 S 4th St, Louisville, KY 40202"
689,BJ's Restaurant & Brewhouse,3.5,325,$$,"7900 Shelbyville Rd, Louisville, KY 40222"
690,China 1,3.5,18,$,"3614 Buechel Bypass, Louisville, KY 40218"
691,La Loma Restaurant,4.5,63,$,"560 Eastern Blvd, Clarksville, IN 47129"
692,Morris' Deli Liquor & Catering,4.5,113,$,"2228 Taylorsville Rd, Louisville, KY 40205"
693,Pearl Street Game & Coffee House,5.0,59,$,"405 Pearl St, Jeffersonville, IN 47130"
694,MrBeast Burger,2.5,8,,"Louisville, KY 40220"
695,Stevie J's Barbecue,5.0,2,,"1831 W Jefferson St, Louisville, KY 40203"
696,Dairy Queen,1.5,48,$,"3221 Poplar Level Rd, Louisville, KY 40213"
697,KFC,2.0,17,$,"2513 Preston Hwy, Louisville, KY 40217"
698,First Watch,4.0,183,$$,"960 Breckinridge Ln, Louisville, KY 40207"
699,Derby City Pizza Co.,3.0,30,,"2331 Brownsboro Rd, Louisville, KY 40206"
700,Taqueria Don Juan,4.5,18,,"615 Eastern Blvd, Clarksville, IN 47129"
701,Grubbin at Da Spott,0.0,0,,"1612 Dixie Hwy, Louisville, KY 40210"
702,Dixie Chicken,4.0,5,,"1785 W Oak St, Louisville, KY 40210"
703,It's Just Wings,1.5,4,,"3007 Poplar Level Rd, Louisville, KY 40217"
704,Fort Royal Restaurant,3.0,2,,"6918 Southside Dr, Louisville, KY 40214"
705,Soupy's,4.5,74,$,"3027 Hunsinger Ln, Louisville, KY 40220"
706,Louisville Cream,4.5,364,$,"632 E Market St, Ste 101, Louisville, KY 40202"
707,POCO,5.0,4,,"Louisville, KY 40202"
708,Louisville Smoker's BBQ,4.5,9,,"1501 w oak St., Louisville, KY 40210"
709,Big Al's Beeritaville,4.5,31,$,"1715 Mellwood Ave, Louisville, KY 40206"
710,Home Cuisine,4.5,20,$$,"309 Wallace Ave, Louisville, KY 40207"
711,Coals Artisan Pizza,4.0,231,$$,"3730 Frankfort Ave, Louisville, KY 40207"
712,Saidi's,0.0,0,,"5318 S 3rd St, Louisville, KY 40214"
713,Sweet 'n' Savory,4.5,21,$,"Louisville, KY 40202"
714,La Guera Taqueria,4.5,3,,"4049 Taylorsville Rd, Louisville, KY 40220"
715,Rafferty's of Louisville,3.5,142,$$,"988 Breckenridge Ln, Louisville, KY 40207"
716,Spring Street Bar & Grill,3.5,69,$,"300 S Spring St, Louisville, KY 40206"
717,Taco Luchador,4.0,262,$$,"112 Meridian Ave, Louisville, KY 40207"
718,Bourbon Academy Tasting Room,3.0,59,$$,"600 Terminal Dr, Upstairs in Rotunda, Louisville, KY 40209"
719,El Caporal,4.5,70,$,"2209 Meadow Dr, Louisville, KY 40218"
720,Guy Fieri's Flavortown Kitchen,2.0,1,,"Louisville, KY 40222"
721,Safari Cafe & Restaurant,4.5,2,,"5600 S 3rd St, Louisville, KY 40214"
722,Carali's Rotisserie Chicken,4.0,14,,"703 E Lewis And Clark Pkwy, Clarksville, IN 47129"
723,Señor Iguanas,4.0,61,$$,"5637 Outer Lp, Louisville, KY 40219"
724,Jimmy John's,3.0,18,$,"3507 Poplar Level Rd, Louisville, KY 40213"
725,El Pastorcito Taqueria,4.0,13,,"4132 Outer Lp, Louisville, KY 40219"
726,Dogs On The Run,5.0,2,,"1200 E River Rd, Louisville, KY 40206"
727,Yamato Japanese Steak House,4.0,38,,"345 New Albany Plz, New Albany, IN 47150"
728,Brew & Sip Coffee Bar,3.5,3,,"505 W Broadway, Louisville, KY 40202"
729,Al sham markets,0.0,0,,"3819 Bardstown Rd, B, Louisville, KY 40218"
730,St. James Catholic Church Fish Fry,4.0,1,,"1826 Edenside Ave, Louisville, KY 40204"
731,La Lupita Mexican Restaurant,4.5,64,$,"827 Eastern Blvd, Clarksville, IN 47129"
732,Bearno's By the Bridge,3.0,178,$$,"131 W Main St, Louisville, KY 40202"
733,Abol Cafe,4.5,37,,"102 1/2 Cannons Ln, Louisville, KY 40206"
734,The Sports & Social Club,2.5,273,$$,"427 S 4th St, Louisville, KY 40202"
735,Osaka Japanese Restaurant,3.0,75,$$,"426 W Market St, Louisville, KY 40202"
736,Lueberry Acai & Superfoods,4.0,184,$$,"808 E Market St, Louisville, KY 40206"
737,Wendy's,1.5,56,$,"4029 Poplar Level Rd, Louisville, KY 40213"
738,Lexie Lu's,2.5,16,$,"1425 Quincy St, Louisville, KY 40206"
739,Blue Horse Restaurant,3.0,1,,"830 Phillips Ln, Louisville, KY 40209"
740,Supermercado Guanajuato,4.5,57,$,"6201 Preston Hwy, Ste B, Louisville, KY 40219"
741,Tokyo Japanese Restaurant & Sushi Bar,4.5,59,$$,"2415 Lime Kiln Ln, Louisville, KY 40222"
742,Mexa Tacos,4.0,183,$,"3701 Lexington Rd, Ste 1, Louisville, KY 40207"
743,Hibachi Sushi Buffet,2.5,40,$$,"5729 Preston Hwy, Louisville, KY 40219"
744,Sugar High,5.0,3,,"619 Baxter Ave, Louisville, KY 40204"
745,Shoney's Restaurant,2.5,31,$,"6511 Signature Dr, Louisville, KY 40213"
746,Good Burger Bus,4.0,1,,"Louisville, KY 40216"
747,falafel oasis,3.0,4,,"4845 Poplar Level Rd, Louisville, KY 40258"
748,Keke's Southern Cooking & BBQ,3.0,2,,"5258 Bardstown Rd, Louisville, KY 40291"
749,C&L Don't Need No Sauce BBQ,5.0,1,,"2511 7th Street, Louisville, KY 40208"
750,Union 15,3.5,2,,"816 W Kenwood Dr, Louisville, KY 40214"
751,El Tarasco,2.5,50,$$,"2247 S Preston St, Louisville, KY 40217"
752,Cup of Joy,4.5,15,$,"2507 Bank St, Louisville, KY 40212"
753,Bearno's Little Sicily,4.0,52,$$,"2900 Taylorsville Rd, Louisville, KY 40205"
754,Fante's Coffee,4.5,206,$,"2501 Grinstead Dr, Louisville, KY 40206"
755,Tumbleweed TexMex Grill & Margarita Bar,3.0,62,$$,"3602 Bardstown Rd, Louisville, KY 40218"
756,Indi's Fast Food Restaurant,3.0,62,$,"3353 Fern Valley Rd, Louisville, KY 40213"
757,Waycool Cafe,3.5,3,$,"120 W Broadway, Louisville, KY 40202"
758,V-GRITS Food Truck,4.5,28,$,"1025 Barret Ave, Louisville, KY 40204"
759,Golden Star Chinese Food,4.0,11,$,"3458 Taylor Blvd, Louisville, KY 40215"
760,Chili's,2.5,55,$$,"3623 Bardstown Rd, Louisville, KY 40218"
761,VeganVille,5.0,1,,"Louisville, KY 40205"
762,Fazoli's,4.0,18,$,"6011 Preston Highway, Louisville, KY 40219"
763,Hoops Grill & Sports Bar,3.5,69,$,"6733 Strawberry Ln, Louisville, KY 40214"
764,Tacos El Tio Martin,5.0,2,,"Louisville, KY 40214"
765,Alchemy Food Truck,5.0,13,,"501 S Preston St, Louisville, KY 40202"
766,Goodloes Bar and Grill,3.5,2,,"627 N 34th St, Louisville, KY 40212"
767,Cafe Joker,3.5,3,,"3912 Bardstown Rd, Louisville, KY 40218"
768,Schimpff's Confectionery,4.5,146,$,"347 Spring St, Jeffersonville, IN 47130"
769,Taqueria Bella,0.0,0,,"2141 Buechel Bank Rd, Louisville, KY 40218"
770,Felipe,3.5,17,,"2420 Lime Kiln Ln, Northfield, KY 40222"
771,The SaladChic,4.5,7,,"428 W Market, Louisville, KY 40202"
772,Blaze Pizza,4.0,288,$$,"4848 Shelbyville Rd, Louisville, KY 40207"
773,Motoring Gastro,4.0,2,$$,"Louisville, KY 40231"
774,Puerto Vallarta Restaurant,4.0,56,$$,"125 Quartermaster Ct, Jeffersonville, IN 47130"
775,Dakshin South Indian Restaurant,4.0,270,$$,"4742 Bardstown Rd, Louisville, KY 40218"
776,Woodford Reserve Bar & Grill,2.0,33,$$,"600 Terminal Dr, Louisville International Airport, Concourse B, Louisville, KY 40209"
777,Buffalo Wild Wings,2.0,112,$$,"4917 Outer Lp, Louisville, KY 40219"
778,Casa Mia,3.0,1,,"937 Phillips Ln, Louisville, KY 40209"
779,Tucker's American Favorites,3.0,59,$$,"2441 State St, Ste 6, New Albany, IN 47150"
780,Krazy Daves,4.0,9,$,"2817 Del Rio Pl, Louisville, KY 40220"
781,Wick's Pizza - Louisville,3.0,69,$$,"3348 Hikes Ln, Louisville, KY 40220"
782,King Gyros,4.5,7,,"7900 Shelbyville Rd, Louisville, KY 40207"
783,Topgolf,3.0,58,,"301 Oxmoor Ln, Louisville, KY 40222"
784,Einstein Bros. Bagels,3.0,1,,"2001 Newburg Rd, Louisville, KY 40205"
785,Backside At Whiskey Row,0.0,0,,"108 West Washington St, Louisville, KY 40202"
786,Tino’s Tacos,4.0,27,,"161 Outer Lp, Louisville, KY 40214"
787,Coffee Crossing,4.5,39,$,"140 E Main St, New Albany, IN 47150"
788,Domino's Pizza,2.0,53,$,"812 Eastern Pkwy, Louisville, KY 40217"
789,Mi Preferida Restaurante,4.5,9,$,"4680 Bardstown Rd, Louisville, KY 40218"
790,Supermercado Guanajuato #3,4.5,7,,"5624 Bardstown Rd, Louisville, KY 40291"
791,Duck Donuts,4.0,72,,"4600 Shelbyville Rd, Ste 634, Louisville, KY 40207"
792,Starving Artist Cafe & Deli,4.5,70,$,"8034 New La Grange Rd, Louisville, KY 40222"
793,Sushi and Boba Tea House,5.0,2,,"332 W Market St, Jeffersonville, IN 47130"
794,St. Augustine Fish Fry,4.0,10,$,"720 S 13th St, Louisville, KY 40210"
795,Tacos La Esperanza - Hope On Wheels,5.0,16,,"3401 Breckenridge Ln, Louisville, KY 40220"
796,JR's Fresh Spot,4.0,4,,"3012 Middle Rd, Jeffersonville, IN 47130"
797,Boo Boo Smoke Shack,4.5,16,$,"Louisville, KY 40208"
798,Mick's Lounge,4.0,2,,"1448 Gateway Plz, Jeffersonville, IN 47130"
799,Cattleman's Roadhouse,3.5,136,$$,"2901 S Hurstbourne Pkwy, Louisville, KY 40220"
800,Denny's,2.0,100,$,"434 Eastern Pkwy, Louisville, KY 40217"
801,Saints Pizza Pub & Sky Bar,3.5,118,$$,"131 Breckenridge Ln, St. Matthews, KY 40207"
802,Ev's Deli,5.0,13,$,"500 W Jefferson St, Ste 103, Louisville, KY 40202"
803,Masala Grill,4.0,27,$,"528 S 5th St, Louisville, KY 40202"
804,Indi's Fast Food Restaurant,4.0,11,$,"4590 Dixie Hwy, Louisville, KY 40216"
805,Las Gorditas,4.5,50,$,"4780 Bardstown Rd, Louisville, KY 40218"
806,hiko-A-mon,4.0,268,$$,"1115 Herr Ln, Ste 130, Louisville, KY 40222"
807,Cuba Y Mas,3.5,8,,"5700 Outer Lp, Louisville, KY 40219"
808,The Dinner Detective,3.5,11,$$,"501 South Fouth St, Louisville, KY 40202"
809,Sam's Fast Food,4.0,4,,"2101 W Broadway, Louisville, KY 40211"
810,Pizza Hut,1.5,36,$,"2508 Preston Hwy, Louisville, KY 40217"
811,Tims Four Kings Cafe,2.0,1,$,"4642 Jennings Ln, Louisville, KY 40218"
812,MrBeast Burger,0.0,0,,"1301 Story Avenue, Louisville, KY 40206"
813,Oriental Cafe,4.0,110,$,"3360 Hikes Ln, Louisville, KY 40220"
814,Lou Lou on Market Mural,5.0,1,,"812 E Market St, Louisville, KY 40206"
815,Highland Morning - St. Matthews,3.5,190,$$,"111 Saint Matthews Ave, Louisville, KY 40207"
816,Bearno's Pizza,4.0,53,$$,"8019 Preston Hwy, Louisville, KY 40219"
817,Green District Salads - Downtown Louisville,4.5,36,,"225 S 5th St, Louisville, KY 40202"
818,Wing Station,4.0,39,$$,"2119 Crums Ln, Louisville, KY 40216"
819,McDonald's,2.5,29,$,"3350 Preston Hwy, Louisville, KY 40213"
820,Louisville Sushi Truck,4.5,37,$,"Louisville, KY 40202"
821,Please & Thank You - Frank,4.0,135,$$,"2341 Frankfort Ave, Louisville, KY 40206"
822,DiOrio's Pizza & Pub,3.5,130,$$,"310 Wallace Ave, Louisville, KY 40207"
823,Green Tea Chinese Restaurant,4.0,50,$$,"2206 State St, Ste 200, New Albany, IN 47150"
824,Waffle House - Louisville,3.0,28,$,"4320 Bishop Ln, Louisville, KY 40218"
825,Waffle House,3.0,42,$,"4706 Preston Hwy, Louisville, KY 40213"
826,Hoopsters Sports Bar & Grill Jeffersonville,4.0,43,$$,"830 E 10th St, Jeffersonville, IN 47130"
827,Craft House Pizza,3.5,25,,"9601 Newbridge Rd, Ste 1, Louisville, KY 40291"
828,Chipotle Mexican Grill,2.5,119,$,"1075 Bardstown Rd, Louisville, KY 40204"
829,Taqueria Cabrera,4.0,1,$,"2000-2018 Midland Ave, Louisville, KY 40204"
830,Black Rock Grille Food Truck,4.5,31,$$,"Louisville, KY 40213"
831,Rally's,2.0,20,$,"3290 Bardstown Road, Louisville, KY 40205"
832,Dock Sea Foods,4.0,26,$,"1125 State St, New Albany, IN 47150"
833,The Traveling Kitchen,5.0,59,$,"Louisville, KY 40202"
834,Dixie Oriental Food & Gifts Market,4.0,21,$,"3900 Bardstown Rd, Louisville, KY 40218"
835,Holy Smokes Bar-B-Que & Catering,3.0,86,$$,"7508 Preston Hwy, Louisville, KY 40219"
836,Lil Cheezers Gourmet Grilled Cheesemobile,3.5,27,,"Louisville, KY 40201"
837,Beachside,3.0,1,,"937 Phillips Ln, Louisville, KY 40209"
838,Mango's Mexican Restaurant,3.5,74,$$,"4632 Hendrik Dr, Louisville, KY 40299"
839,LongHorn Steakhouse,3.5,111,$$,"4813 Outer Lp, Louisville, KY 40219"
840,Sis Got Tea,0.0,0,,"976 Barret Ave, Louisville, KY 40204"
841,QDOBA Mexican Eats,2.5,83,$,"1500 Bardstown Rd, Bldg 600 Ste 115, Louisville, KY 40205"
842,Habesha Restaurant and Grocery,4.5,7,,"7136 Southside Dr, Louisville, KY 40214"
843,Chic-la-lou,5.0,1,,"Louisville, KY 40208"
844,Super Jugo,4.5,3,$,"825 Eastern Blvd, Ste 4, Clarksville, IN 47129"
845,The Widow's Walk,4.5,59,$,"415 E Riverside Dr, Clarksville, IN 47129"
846,Texas Roadhouse,4.0,54,$$,"5005 Shelbyville Rd, Louisville, KY 40207"
847,Tacos Guerra,4.5,5,,"8601 National Turnpike, Louisville, KY 40118"
848,El Tarasco,4.0,42,$$,"5425 New Cut Rd, Louisville, KY 40214"
849,Borromeo's Pizza and Italian,3.5,56,$$,"8607 Smyrna Pkwy, Louisville, KY 40228"
850,Finley's Hickory Smoke Barb-Q,0.0,0,,"1500 W Broadway, Louisville, KY 40203"
851,Chopsticks House,2.5,16,$,"2112 W Broadway, Louisville, KY 40211"
852,Tracks Bar And Grill,3.0,6,,"3952 Bardstown Rd, Louisville, KY 40218"
853,Zaxby's Chicken Fingers & Buffalo Wings,3.5,30,$,"3423 Fern Valley Rd, Louisville, KY 40213"
854,Maria's Tacos,4.0,1,,"825 Eastern Blvd, Clarksville, IN 47129"
855,Bravo! Italian Kitchen,3.5,137,$$,"206 Bullitt Ln, Louisville, KY 40222"
856,Chick-fil-A,4.0,49,$,"3420 Bardstown Rd, Louisville, KY 40218"
857,Annie May's Sweet Cafe,4.5,87,$,"3110 Frankfort Ave, Louisville, KY 40206"
858,Impellizzeri's Pizza,4.0,113,$$,"4933 Brownsboro Rd, Louisville, KY 40222"
859,The Grain Haus,4.0,3,,"41 W 1st St, New Albany, IN 47150"
860,La Dona,5.0,1,,"1506 Berry Blvd, Louisville, KY 40215"
861,Great Wall,3.5,49,$,"1977 Brownsboro Rd, Louisville, KY 40206"
862,Pina Fiesta Mexican Grill,4.0,75,$$,"7895 Dixie Hwy, Louisville, KY 40258"
863,Taqueria Hernandez,4.5,5,,"215 E 10th St, Jeffersonville, IN 47130"
864,Moby Dick,3.0,10,$,"2700 S 3rd St, Louisville, KY 40208"
865,Double Dragon II,3.0,38,$,"3135 S 2nd St, Louisville, KY 40208"
866,Green District Salads - St. Matthews,4.0,136,$$,"3939 Shelbyville Rd, Louisville, KY 40207"
867,Flanagan's Ale House,3.0,2,,"934 Baxter Ave, Louisville, KY 40204"
868,Annie's Pizza,3.5,15,$,"2520 Portland Ave, Louisville, KY 40212"
869,Norton Women's and Children's Cafeteria,4.0,1,,"4001 Dutchmans Ln, Louisville, KY 40207"
870,Chili's,2.5,62,$$,"600 Terminal Dr, Louisville Muhammad Ali International Airport, Louisville, KY 40209"
871,Moby Dick Seafood Jeffersonville,3.5,20,$,"1700 E 10th St, Jeffersonville, IN 47130"
872,Neighbors Noodles,3.5,3,,"835 E Main St, Ste 105, Louisville, KY 40206"
873,Gerstle's Place,3.0,63,$,"3801 Frankfort Ave, Louisville, KY 40207"
874,Executive Bistro,2.5,5,,"1930 Bishop Ln, Ste 100, Louisville, KY 40218"
875,Applebee's Grill + Bar,2.5,61,$$,"4535 Outer Lp, Louisville, KY 40219"
876,Kentucky Canteen,0.0,0,,"1100 Trevilian Way, Louisville, KY 40213"
877,St Rita Fish Fry,5.0,1,,"8709 Preston Hwy, Louisville, KY 40219"
878,Subway,3.5,11,$,"1250 Bardstown Rd, Ste 18 First Floor, Louisville, KY 40204"
879,Smokey Bones,2.5,183,$$,"2525 Hurstbourne Gem Ln, Jeffersontown, KY 40220"
880,Dino's C-Food & More,4.5,3,,"Louisville, KY 40208"
881,McDonald's,1.5,78,$,"1245 Bardstown Rd, Louisville, KY 40204"
882,Vallarta Taqueria Y Rotiseria,4.0,7,,"7416 Preston Hwy, Louisville, KY 40219"
883,O's Cool Ice Creamery and BBQ,4.0,4,$,"2807 Dixie Hwy, Louisville, KY 40216"
884,BoomBozz Pizza & Watch Bar,4.0,37,$$,"1315 Herr Ln, Ste 101, Louisville, KY 40222"
885,Chow Wagon,4.0,20,$$,"129 E River Rd, Louisville, KY 40202"
886,Sub Station II,4.0,60,$,"3101 Fern Valley Rd, Louisville, KY 40213"
887,Big Moe’s World Famous BBQ,5.0,2,,"Under The Big Four Bridge, 1101 River Rd, Louisville, KY 40206"
888,Jammin Smokehouse,5.0,1,,"Louisville, KY 40216"
889,Bruegger's Bagels,3.5,102,$,"119 Breckenridge Ln, Louisville, KY 40207"
890,Jasmine Asian Bistro,3.5,67,$$,"2420 Lime Kiln Ln, Louisville, KY 40222"
891,Bobbie’s Son Catering,0.0,0,,"317 W Oak St, Louisville, KY 40203"
892,Dave & Buster's - Louisville,2.5,154,$$$,"5000 Shelbyville Rd, Ste D200, Louisville, KY 40207"
893,Mr & Mrs Bs BBQ & Wingz,0.0,0,,"502 Warnock St, Louisville, KY 40217"
894,Hooters,2.5,89,$$,"4120 Dutchman's Ln, Louisville, KY 40207"
895,Smashburger,2.5,206,$,"312 S Fourth St, Louisville, KY 40202"
896,El Rico Taco,3.0,2,,"604 E Spring St New Albany In, New Albany, IN 47150"
897,King Gyros,4.0,16,$,"5000 Shelbyville Rd, Saint Matthews, KY 40207"
898,Olive Garden Italian Restaurant,3.0,83,$$,"4811 R Outer Lp, Louisville, KY 40219"
899,Five Guys,3.5,56,$,"4901 Outer Lp, Louisville, KY 40219"
900,Pizza King,4.0,28,$$,"1701 E 10th St, Jeffersonville, IN 47130"
901,The Fishery,3.5,93,$,"3624 Lexington Rd, Louisville, KY 40207"
902,Hungry Pelican,3.5,65,$$,"5412 Bardstown Rd, Louisville, KY 40291"
903,White Castle,3.0,67,$,"105 E Market St, Louisville, KY 40202"
904,ToGo Sushi,4.5,258,$$,"700 Lyndon Ln, Louisville, KY 40222"
905,Ole Frijole Mexican Restaurant,4.0,65,$$,"5612 Bardstown Rd, Louisville, KY 40291"
906,Louisville Pizza King,2.5,3,,"3505 Taylor Blvd, Louisville, KY 40215"
907,Felipe Mexican Restaurant,4.0,19,,"4000 Dutchmans Ln, Louisville, KY 40207"
908,Lee's Famous Recipe Chicken,3.5,37,$,"2925 Brownsboro Rd, Louisville, KY 40206"
909,Kings Fast Food Chicken,4.0,11,,"1302 Dixie Hwy, Louisville, KY 40210"
910,Krispy Krunchy Chicken - Pacific Food Mart,4.5,2,,"1317 E 10th St, Jeffersonville, IN 47130"
911,Papa Johns Pizza,2.0,36,$,"2336 S Floyd St, Louisville, KY 40208"
912,La Chapinlandia,5.0,1,$,"1209 McCawley Rd, Louisville, KY 40219"
913,Jade Palace Chinese Restaurant,3.5,161,$$,"1109 Herr Ln, Louisville, KY 40222"
914,Diego's Mexican Grill,4.0,7,$,"5000 Shelbyville Rd, Louisville, KY 40207"
915,Spinelli's Pizzeria,3.5,141,$,"4005 Shelbyville Rd, Louisville, KY 40207"
916,El Sinaloense Mexican Restaurant,3.0,2,,"5520 Fern Valley Rd, Ste 115, Louisville, KY 40228"
917,Skyline Chili,3.5,53,$,"4024 Dutchman's Lane, Louisville, KY 40207"
918,Jefferson Mall Food Court Cafe,4.5,3,,"Jefferson Mall Food Court Lp, Louisville, KY 40219"
919,Arby's,2.0,37,$,"2804 Crittenden Dr, Louisville, KY 40209"
920,Red Lobster,3.0,101,$$,"986 Breckenridge Ln, Saint Matthews, KY 40207"
921,O'Charley's Restaurant & Bar,2.5,58,$$,"4404 Dixie Hwy, Shivley, KY 40216"
922,Hooters,2.0,51,$$,"7701 Preston Hwy, Louisville, KY 40219"
923,Amy Z's,3.5,19,$,"813 Lyndon Ln, Louisville, KY 40222"
924,Hot & Fresh Mini Donuts,4.0,1,,"937 Phillips Ln, Louisville, KY 40209"
